The GSE3397 mRNA expression profile dataset.;;;;;
ID;adj.P.Val;P.Value;logFC;Gene.symbol;Gene.title
203196_at;0,866;0,0180883;-0,42247643;ABCC4;ATP binding cassette subfamily C member 4
219738_s_at;0,866;0,01809324;1,4104593;PCDH9;protocadherin 9
239340_at;0,866;0,0180941;0,66981201;ZNF536;zinc finger protein 536
233891_at;0,866;0,01813972;1,53080207;MUC3;intestinal mucin-like
1562236_at;0,866;0,01818263;2,00391484;KAT6B;lysine acetyltransferase 6B
1562516_at;0,866;0,01818706;1,76131105;WDR60;WD repeat domain 60
231913_s_at;0,866;0,0182254;-0,47525494;BRCC3;BRCA1/BRCA2-containing complex subunit 3
1557871_at;0,866;0,01825658;-1,95977789;LOC253573;uncharacterized LOC253573
225490_at;0,866;0,01827094;-0,70718386;ARID2;AT-rich interaction domain 2
236966_at;0,866;0,01827909;-1,36816567;ARMC8;armadillo repeat containing 8
235881_at;0,866;0,01833667;1,23152518;FMNL2;formin like 2
221049_s_at;0,866;0,01833736;1,01387076;POLL;polymerase (DNA) lambda
219149_x_at;0,866;0,01834783;-0,82329033;DBR1;debranching RNA lariats 1
223651_x_at;0,866;0,0183855;-0,66961457;CDC23;cell division cycle 23
239178_at;0,866;0,01838588;-1,91534082;FGF9;fibroblast growth factor 9
226115_at;0,866;0,01839927;-0,80695861;AHCTF1;AT-hook containing transcription factor 1
209158_s_at;0,866;0,01841161;0,47759185;CYTH2;cytohesin 2
1560520_at;0,866;0,01843271;0,61350028;LOC102724162;uncharacterized LOC102724162
235539_at;0,866;0,01843695;1,58902472;NUMA1;nuclear mitotic apparatus protein 1
1562463_at;0,866;0,01844037;0,90504316;LOC101929260;uncharacterized LOC101929260
235192_at;0,866;0,01849987;-1,46563592;TP53RK;TP53 regulating kinase
231618_s_at;0,866;0,01857829;1,68091861;SUN3;Sad1 and UNC84 domain containing 3
229286_at;0,866;0,01857844;-1,47448171;MAGEE1;MAGE family member E1
1553729_s_at;0,866;0,01858942;1,47700589;LRRC43;leucine rich repeat containing 43
234233_s_at;0,866;0,01862447;-0,86097287;EMP1;epithelial membrane protein 1
230896_at;0,866;0,01865839;0,99271262;BEND4;BEN domain containing 4
224352_s_at;0,866;0,01866477;-0,79041016;CFL2;cofilin 2
1566079_at;0,866;0,01866967;-1,53121211;RPS16P5;ribosomal protein S16 pseudogene 5
232416_at;0,866;0,01876842;1,51477925;CELF5;CUGBP, Elav-like family member 5
213059_at;0,866;0,01878246;-1,01142215;CREB3L1;cAMP responsive element binding protein 3 like 1
223400_s_at;0,866;0,01880482;-0,33536839;PBRM1;polybromo 1
210345_s_at;0,866;0,01883323;-1,48056603;DNAH9;dynein axonemal heavy chain 9
234908_s_at;0,866;0,01893959;0,61063891;DSCAML1;DS cell adhesion molecule like 1
229982_at;0,866;0,01895138;-0,62562947;QSER1;glutamine and serine rich 1
221600_s_at;0,866;0,01898202;0,4129886;AAMDC;adipogenesis associated Mth938 domain containing
235650_at;0,866;0,01899279;1,24285707;CDHR3;cadherin related family member 3
1564373_a_at;0,866;0,01900174;-1,07743752;LOC283887;uncharacterized LOC283887
219376_at;0,866;0,01907405;-0,46287365;ZNF322;zinc finger protein 322
1561098_at;0,866;0,01910686;0,48571728;LINC00616;long intergenic non-protein coding RNA 616
241954_at;0,866;0,01911645;-0,8300705;FDFT1;farnesyl-diphosphate farnesyltransferase 1
1552334_at;0,866;0,01915852;-0,5637283;TRIOBP;TRIO and F-actin binding protein
208339_at;0,866;0,01917647;1,24426005;XKRY2///XKRY;XK related, Y-linked 2///XK related, Y-linked
225271_at;0,866;0,01921878;-0,4680647;TMEM63B;transmembrane protein 63B
235284_s_at;0,866;0,01922101;0,8334697;LOC388692;uncharacterized LOC388692
206083_at;0,866;0,0192259;1,29268068;ADGRB1;adhesion G protein-coupled receptor B1
1552540_s_at;0,866;0,01923169;0,59768187;IQCD;IQ motif containing D
235884_at;0,866;0,01924837;-0,8876655;LOC644794;uncharacterized LOC644794
244115_at;0,866;0,01927158;-0,63532352;FAM126A;family with sequence similarity 126 member A
1558706_a_at;0,866;0,01931099;0,75847168;ATOH8;atonal bHLH transcription factor 8
231096_at;0,866;0,01932056;0,5126378;PCAT4;prostate cancer associated transcript 4 (non-protein coding)
238176_at;0,866;0,01940974;-1,31427284;RAPGEF2;Rap guanine nucleotide exchange factor 2
226762_at;0,866;0,01942325;-0,82887232;MIR4657///PURB;microRNA 4657///purine rich element binding protein B
237662_at;0,866;0,01947213;1,10941262;SPATA19;spermatogenesis associated 19
239104_at;0,866;0,019487;-1,50705569;LOC439933;uncharacterized LOC439933
205287_s_at;0,866;0,01952028;-0,84643669;TFAP2C;transcription factor AP-2 gamma
238771_at;0,866;0,0195337;-1,43211724;FBRS;fibrosin
244817_at;0,866;0,01953932;1,37904042;CARS2;cysteinyl-tRNA synthetase 2, mitochondrial (putative)
208604_s_at;0,866;0,01954107;1,63083362;HOXA3;homeobox A3
1559595_at;0,866;0,0195527;-1,69040191;LOC728084;uncharacterized LOC728084
225892_at;0,866;0,01957666;-1,27815546;IREB2;iron responsive element binding protein 2
244030_at;0,866;0,0195775;-0,54882069;STYX;serine/threonine/tyrosine interacting protein
1559139_at;0,866;0,01958386;-1,00146006;NOC2L;NOC2 like nucleolar associated transcriptional repressor
205243_at;0,866;0,01958956;-1,07838096;SLC13A3;solute carrier family 13 member 3
219968_at;0,866;0,01959587;-0,74719256;ZNF589;zinc finger protein 589
235762_at;0,866;0,0196098;-1,3909967;TAS2R14;taste 2 receptor member 14
1552453_a_at;0,866;0,01962633;0,753587;WDR88;WD repeat domain 88
210852_s_at;0,866;0,01965086;0,5604631;AASS;aminoadipate-semialdehyde synthase
225668_at;0,866;0,0197218;-1,29348073;FAM173B;family with sequence similarity 173 member B
204739_at;0,866;0,01972287;-0,57159456;CENPC;centromere protein C
214811_at;0,866;0,01973269;-0,80721219;RIMBP2;RIMS binding protein 2
242286_at;0,866;0,01973474;1,94694756;GRIN2A;glutamate ionotropic receptor NMDA type subunit 2A
230780_at;0,866;0,01976341;1,08255127;LINC00886;long intergenic non-protein coding RNA 886
1555188_at;0,866;0,01977873;0,53176917;MTUS2-AS1;MTUS2 antisense RNA 1
236981_at;0,866;0,01978418;1,01102315;C17orf99;chromosome 17 open reading frame 99
213235_at;0,866;0,01979617;-0,49842019;KNOP1;lysine rich nucleolar protein 1
211541_s_at;0,866;0,01980407;0,69096373;DYRK1A;dual specificity tyrosine phosphorylation regulated kinase 1A
1552490_at;0,866;0,01981032;0,64974789;LACE1;lactation elevated 1
230557_at;0,866;0,01982932;-1,50035712;XRRA1;X-ray radiation resistance associated 1
202497_x_at;0,866;0,01983781;0,83161369;SLC2A3;solute carrier family 2 member 3
221981_s_at;0,866;0,01993381;1,57759676;WDR59;WD repeat domain 59
227679_at;0,866;0,01998842;0,51248819;HDAC11;histone deacetylase 11
209713_s_at;0,866;0,01999344;-0,59990615;SLC35D1;solute carrier family 35 member D1
207925_at;0,866;0,01999866;-1,60605668;CST5;cystatin D
208770_s_at;0,866;0,02001878;-0,5740626;EIF4EBP2;eukaryotic translation initiation factor 4E binding protein 2
1561076_at;0,866;0,02009329;2,56914993;LOC105372969;uncharacterized LOC105372969
1553192_at;0,866;0,0201267;1,41370312;ZNF441;zinc finger protein 441
1560734_at;0,866;0,02012822;2,13832447;LOC101927079///LOC727924///OR4N4;uncharacterized LOC101927079///uncharacterized LOC727924///olfactory receptor family 4 subfamily N member 4
214277_at;0,866;0,02015384;-0,45957246;COX11;COX11, cytochrome c oxidase copper chaperone
214468_at;0,866;0,02018439;0,86821981;MYH6;myosin heavy chain 6
223657_at;0,866;0,02018679;-1,34449552;FAM167B;family with sequence similarity 167 member B
235690_at;0,866;0,0201907;-0,97018707;ZNF594;zinc finger protein 594
233070_at;0,866;0,02020791;-0,81137761;ZNF197;zinc finger protein 197
214023_x_at;0,866;0,02023785;-1,32184209;TUBB2B;tubulin beta 2B class IIb
1556145_a_at;0,866;0,02025388;0,82814645;LOC100131170;uncharacterized LOC100131170
238909_at;0,866;0,02025528;-0,76872977;S100A10;S100 calcium binding protein A10
221821_s_at;0,866;0,02025977;-0,43737645;KANSL2;KAT8 regulatory NSL complex subunit 2
213117_at;0,866;0,02026855;-0,47073725;KLHL9;kelch like family member 9
235737_at;0,866;0,02033069;0,95798112;TSLP;thymic stromal lymphopoietin
202723_s_at;0,866;0,02038287;0,65336264;FOXO1;forkhead box O1
227645_at;0,866;0,02039122;1,18288018;PIK3R5;phosphoinositide-3-kinase regulatory subunit 5
207491_at;0,866;0,02041391;-1,25834912;MOGAT2;monoacylglycerol O-acyltransferase 2
220121_at;0,866;0,02041465;-0,78540263;LINS1;lines homolog 1
209235_at;0,866;0,02048606;-1,48928114;CLCN7;chloride voltage-gated channel 7
228697_at;0,866;0,02048611;0,4990663;HINT3;histidine triad nucleotide binding protein 3
217921_at;0,866;0,02050359;-0,32410299;MAN1A2;mannosidase alpha class 1A member 2
242810_x_at;0,866;0,02051326;0,83432969;LOC101930026;uncharacterized LOC101930026
1562017_at;0,866;0,0205223;-1,62135784;LOC100130654;uncharacterized LOC100130654
209742_s_at;0,866;0,02054866;-1,51236912;MYL2;myosin light chain 2
217509_x_at;0,866;0,02054902;1,08526157;GRIK5;glutamate ionotropic receptor kainate type subunit 5
244783_at;0,866;0,02056597;1,34748378;YAF2;YY1 associated factor 2
233463_at;0,866;0,02057381;1,23035664;RASSF6;Ras association domain family member 6
1570239_a_at;0,866;0,02057432;1,59375673;CLNK;cytokine dependent hematopoietic cell linker
222369_at;0,866;0,02060689;-0,72371928;NAA40;N(alpha)-acetyltransferase 40, NatD catalytic subunit
234689_at;0,866;0,02061104;0,78891983;PTCHD4;patched domain containing 4
227936_at;0,866;0,02061836;-0,88442752;TMEM68;transmembrane protein 68
1557331_at;0,866;0,02062121;-0,61169138;POLR1B;RNA polymerase I subunit B
244677_at;0,866;0,02070078;1,69325347;MIR6883///PER1;microRNA 6883///period circadian clock 1
215664_s_at;0,866;0,0207059;1,82973717;EPHA5;EPH receptor A5
1558738_at;0,866;0,02071852;0,82420623;NOL3;nucleolar protein 3
237408_at;0,866;0,02073141;-1,28926469;DCUN1D1;defective in cullin neddylation 1 domain containing 1
222586_s_at;0,866;0,02075709;0,47010096;OSBPL11;oxysterol binding protein like 11
220393_at;0,866;0,02078625;-1,18333485;LGSN;lengsin, lens protein with glutamine synthetase domain
235573_at;0,866;0,02079065;-0,72901104;HSPH1;heat shock protein family H (Hsp110) member 1
1560149_at;0,866;0,0208069;0,48756533;SLC29A2;solute carrier family 29 member 2
207255_at;0,866;0,02083888;-1,01710751;LEPROT///LEPR;leptin receptor overlapping transcript///leptin receptor
222120_at;0,866;0,02085061;-0,48346269;ZNF764;zinc finger protein 764
202665_s_at;0,866;0,02085533;0,60384315;WIPF1;WAS/WASL interacting protein family member 1
212375_at;0,866;0,02087668;-0,3867445;EP400;E1A binding protein p400
233399_x_at;0,866;0,02088934;-0,58096465;ZNF252P;zinc finger protein 252, pseudogene
237753_at;0,866;0,02088947;-1,04216351;IL21R;interleukin 21 receptor
236485_at;0,866;0,02089648;0,40089519;LOC101928464;uncharacterized LOC101928464
215411_s_at;0,866;0,02095332;0,72687387;TRAF3IP2;TRAF3 interacting protein 2
223814_at;0,866;0,02095502;-1,7249122;TRNT1;tRNA nucleotidyl transferase 1
240610_at;0,866;0,02102392;1,76435646;LOC102546299;uncharacterized LOC102546299
217476_at;0,866;0,02104124;0,92733309;NR1D1///THRA;nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha
1555413_s_at;0,866;0,02106106;1,80483206;FBXL21;F-box and leucine rich repeat protein 21 (gene/pseudogene)
1558525_at;0,866;0,02107223;1,03475585;LOC101928595;uncharacterized LOC101928595
204156_at;0,866;0,02107327;-0,5584436;SIK3;SIK family kinase 3
1555833_a_at;0,866;0,02108417;-0,84113421;IRGQ;immunity related GTPase Q
217481_x_at;0,866;0,02113371;0,98248531;SHISA6;shisa family member 6
240002_at;0,866;0,02113401;1,17297333;LINC00937;long intergenic non-protein coding RNA 937
1554779_s_at;0,866;0,02115728;1,58552881;PHLDB2;pleckstrin homology like domain family B member 2
226663_at;0,866;0,02118249;-0,67755659;ANKRD10-IT1;ANKRD10 intronic transcript 1
220420_at;0,866;0,02119267;1,06579006;LMAN1L;lectin, mannose binding 1 like
230217_at;0,866;0,02120042;-0,72764381;CLVS1;clavesin 1
225241_at;0,866;0,02120846;1,14247177;CCDC80;coiled-coil domain containing 80
204697_s_at;0,866;0,02121839;0,80431519;CHGA;chromogranin A
228664_at;0,866;0,02124242;1,11842121;TRIM52-AS1;TRIM52 antisense RNA 1 (head to head)
232437_at;0,866;0,02124945;-1,32905659;CPSF3L;cleavage and polyadenylation specific factor 3-like
1559992_a_at;0,866;0,02127273;1,17075738;LINC00645;long intergenic non-protein coding RNA 645
213672_at;0,866;0,02132296;1,27012979;MIR6758///MARS;microRNA 6758///methionyl-tRNA synthetase
217814_at;0,866;0,02134951;-0,41045053;CCDC47;coiled-coil domain containing 47
201170_s_at;0,866;0,02136035;0,60090749;BHLHE40;basic helix-loop-helix family member e40
218113_at;0,866;0,02137169;-0,96117767;TMEM2;transmembrane protein 2
239952_at;0,866;0,02138658;1,46451096;ZEB1;zinc finger E-box binding homeobox 1
212514_x_at;0,866;0,02143049;-0,60107347;DDX3X;DEAD-box helicase 3, X-linked
228068_at;0,866;0,0214778;-0,59888959;GOLGA7B;golgin A7 family member B
225596_at;0,866;0,02152956;0,49835866;KLC4;kinesin light chain 4
237612_at;0,866;0,02155927;1,11065218;SLC14A2-AS1;SLC14A2 antisense RNA 1
205424_at;0,866;0,02156106;0,46843319;TBKBP1;TBK1 binding protein 1
242199_at;0,866;0,02157008;-0,88383011;LOC101928812;uncharacterized LOC101928812
236059_at;0,866;0,02161846;-0,82467438;LOC100130428;IGYY565
1569078_at;0,866;0,02162315;1,7485006;LOC100294362;uncharacterized LOC100294362
229871_at;0,866;0,02164303;-0,65912641;SAMD4B;sterile alpha motif domain containing 4B
208202_s_at;0,866;0,02173847;0,65695084;JADE2;jade family PHD finger 2
223486_at;0,866;0,02180899;-0,5642688;GTPBP8;GTP binding protein 8 (putative)
213913_s_at;0,866;0,02189912;1,67736796;TBC1D30;TBC1 domain family member 30
237536_at;0,866;0,02191537;1,53324185;MAPT-AS1;MAPT antisense RNA 1
206547_s_at;0,866;0,02195367;1,02508985;PPEF1;protein phosphatase with EF-hand domain 1
1561446_at;0,866;0,02200511;1,68407257;LOC101928443;uncharacterized LOC101928443
207708_at;0,866;0,02202614;1,52457653;ALOXE3;arachidonate lipoxygenase 3
230153_at;0,866;0,02206876;0,62528442;NEK9;NIMA related kinase 9
1552862_at;0,866;0,02207903;-1,49048396;RUSC1-AS1;RUSC1 antisense RNA 1
232184_at;0,866;0,02208677;-0,70979444;ALS2;ALS2, alsin Rho guanine nucleotide exchange factor
232158_x_at;0,866;0,02209099;-0,94978454;LOC101927157///NIPAL1;uncharacterized LOC101927157///NIPA like domain containing 1
223412_at;0,866;0,02209119;-0,40945033;KBTBD7;kelch repeat and BTB domain containing 7
1553306_at;0,866;0,02219609;-1,40937661;CASP8;caspase 8
224453_s_at;0,866;0,02221532;-0,42214165;ETNK1;ethanolamine kinase 1
205156_s_at;0,866;0,02223716;0,8209833;ASIC1;acid sensing ion channel subunit 1
219885_at;0,866;0,02224864;-1,42590156;SLFN12;schlafen family member 12
209407_s_at;0,866;0,0222602;0,39103252;DEAF1;DEAF1, transcription factor
1561425_a_at;0,866;0,02234566;-1,43774565;ZNF568;zinc finger protein 568
1556711_at;0,866;0,02235493;1,36744188;FAM216B;family with sequence similarity 216 member B
1553470_at;0,866;0,02236272;1,87876453;DNAH17;dynein axonemal heavy chain 17
209230_s_at;0,866;0,02237512;1,60860299;NUPR1;nuclear protein 1, transcriptional regulator
235964_x_at;0,866;0,0224396;-0,66066495;SAMHD1;SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
1557417_s_at;0,866;0,02244156;1,15389871;RSPH10B2///RSPH10B;radial spoke head 10 homolog B2///radial spoke head 10 homolog B
206500_s_at;0,866;0,02249713;-0,67582664;MIS18BP1;MIS18 binding protein 1
1558816_at;0,866;0,02253774;0,52923743;ZNF664;zinc finger protein 664
210479_s_at;0,866;0,02255248;0,66402213;RORA;RAR related orphan receptor A
229975_at;0,866;0,0225734;0,60007149;BMPR1B;bone morphogenetic protein receptor type 1B
244396_at;0,866;0,02257399;-0,4751347;G3BP1;G3BP stress granule assembly factor 1
1556514_at;0,866;0,02259701;1,57197385;C12orf74;chromosome 12 open reading frame 74
226687_at;0,866;0,0226044;-0,96727667;PRPF40A;pre-mRNA processing factor 40 homolog A
1558959_at;0,866;0,02262993;-0,41184245;FAM126B;family with sequence similarity 126 member B
1562520_at;0,866;0,02264132;-1,01475761;LOC101929473;uncharacterized LOC101929473
233605_x_at;0,866;0,02265222;0,55616593;HNRNPM;heterogeneous nuclear ribonucleoprotein M
211721_s_at;0,866;0,02265665;-1,15184155;ZNF551;zinc finger protein 551
242918_at;0,866;0,02265916;-0,76083482;NASP;nuclear autoantigenic sperm protein
1558607_at;0,866;0,02268086;1,42176626;PAPPA;pappalysin 1
234869_at;0,866;0,02269522;1,0558831;LOC152286;uncharacterized LOC152286
1563114_at;0,866;0,02272434;-0,91577198;RNF17;ring finger protein 17
210697_at;0,866;0,0227679;-1,2627964;ZNF257;zinc finger protein 257
204130_at;0,866;0,02277721;1,97761934;HSD11B2;hydroxysteroid 11-beta dehydrogenase 2
236532_at;0,866;0,0227774;1,52867518;C11orf87;chromosome 11 open reading frame 87
207984_s_at;0,866;0,02278015;1,14426518;MPP2;membrane palmitoylated protein 2
1560318_at;0,866;0,02278909;-0,89413686;ARHGAP29;Rho GTPase activating protein 29
1568754_at;0,866;0,02279975;1,28418862;LOC101927814;uncharacterized LOC101927814
211920_at;0,866;0,02280823;0,94479786;CFB;complement factor B
206321_at;0,866;0,02281103;0,90823775;RFX1;regulatory factor X1
235390_at;0,866;0,02281479;-0,58431818;SREK1IP1;SREK1 interacting protein 1
202132_at;0,866;0,02286041;-0,60033288;WWTR1;WW domain containing transcription regulator 1
223683_at;0,866;0,02286056;1,08458146;ZMYND15;zinc finger MYND-type containing 15
206064_s_at;0,866;0,02288149;-1,62721935;PPIL2;peptidylprolyl isomerase like 2
212960_at;0,866;0,02288926;0,76100062;TBC1D9;TBC1 domain family member 9
240206_at;0,866;0,02290455;0,97805082;TARS;threonyl-tRNA synthetase
1556321_a_at;0,866;0,02292326;-1,7063604;MESDC1;mesoderm development candidate 1
215418_at;0,866;0,02293908;0,74523619;PARVA;parvin alpha
230751_at;0,866;0,02294522;0,47406415;WNT4;Wnt family member 4
243495_s_at;0,866;0,02294654;-0,49227899;ZNF652;zinc finger protein 652
213206_at;0,866;0,02299588;-0,59320492;GOSR2;golgi SNAP receptor complex member 2
214073_at;0,866;0,02300101;0,97125424;CTTN;cortactin
211095_at;0,866;0,02300571;1,2166249;NF1;neurofibromin 1
226298_at;0,866;0,02302255;-0,66943348;RUNDC1;RUN domain containing 1
1559413_at;0,866;0,02303615;0,93206253;TCP11L2;t-complex 11 like 2
209532_at;0,866;0,02309539;-0,41631535;PLAA;phospholipase A2 activating protein
203799_at;0,866;0,02310342;0,45807108;LY75-CD302///CD302///LY75;LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75
235599_at;0,866;0,02312609;1,96146519;LINC01139;long intergenic non-protein coding RNA 1139
202971_s_at;0,866;0,02313504;-0,70698516;DYRK2;dual specificity tyrosine phosphorylation regulated kinase 2
219016_at;0,866;0,02315328;-0,87005923;FASTKD5;FAST kinase domains 5
236380_at;0,866;0,0232068;-1,9681139;RPP14;ribonuclease P/MRP subunit p14
215052_at;0,866;0,0232133;-1,45029268;FRMPD4;FERM and PDZ domain containing 4
206568_at;0,866;0,0232292;1,03143538;TNP1;transition protein 1
237029_at;0,866;0,02323681;1,44572316;HGD;homogentisate 1,2-dioxygenase
229325_at;0,866;0,02323854;-0,40925113;ZZZ3;zinc finger ZZ-type containing 3
219789_at;0,866;0,02327292;0,66712895;NPR3;natriuretic peptide receptor 3
216110_x_at;0,866;0,02327981;-1,45910857;LOC105373738;uncharacterized LOC105373738
235937_at;0,866;0,02328844;-1,72061843;OCLN;occludin
225997_at;0,866;0,02330773;-0,52290408;MOB1B;MOB kinase activator 1B
231833_at;0,866;0,02342577;1,01690486;RBM33;RNA binding motif protein 33
209986_at;0,866;0,02346077;1,34295836;LOC101929036///PAH;uncharacterized LOC101929036///phenylalanine hydroxylase
1558290_a_at;0,866;0,02347027;0,81563506;MIR1204///PVT1;microRNA 1204///Pvt1 oncogene (non-protein coding)
1568943_at;0,866;0,02348777;1,4915464;INPP5D;inositol polyphosphate-5-phosphatase D
1566840_at;0,866;0,02354292;1,56408629;LOC283674;uncharacterized LOC283674
239392_s_at;0,866;0,02361717;-0,45519682;POGK;pogo transposable element with KRAB domain
217141_at;0,866;0,02362063;-1,30307099;BTBD7;BTB domain containing 7
226295_at;0,866;0,02362673;-1,11176741;LOC100507424///ITFG2;uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
228722_at;0,866;0,02368839;0,54147727;PRMT2;protein arginine methyltransferase 2
220254_at;0,866;0,02370908;-0,37930726;LRP12;LDL receptor related protein 12
1559540_at;0,866;0,02372438;0,50806927;LOC100506526;uncharacterized LOC100506526
243081_at;0,866;0,0237308;0,93165235;DSG2-AS1;DSG2 antisense RNA 1
226485_at;0,866;0,02374458;-0,48294362;LOC101928274///VSIG10;uncharacterized LOC101928274///V-set and immunoglobulin domain containing 10
209674_at;0,866;0,02376539;-0,92384889;CRY1;cryptochrome circadian clock 1
234945_at;0,866;0,02384964;-2,35741957;MTFR2;mitochondrial fission regulator 2
200748_s_at;0,866;0,02387148;0,40544411;FTH1;ferritin heavy chain 1
219800_s_at;0,866;0,02390271;-0,76087298;THNSL1;threonine synthase like 1
220649_at;0,866;0,02393394;1,41377229;AGBL3;ATP/GTP binding protein like 3
1562850_at;0,866;0,02394818;1,70268569;LOC101928283;uncharacterized LOC101928283
223879_s_at;0,866;0,02398732;0,54653522;OXR1;oxidation resistance 1
239768_x_at;0,866;0,02407024;-1,05363182;GPATCH2;G-patch domain containing 2
218998_at;0,866;0,02408333;-0,39473317;FAM206A;family with sequence similarity 206 member A
229673_at;0,866;0,02411067;-0,60668692;GPATCH2L;G-patch domain containing 2 like
220716_at;0,866;0,02414424;1,04322797;ERCC8;ERCC excision repair 8, CSA ubiquitin ligase complex subunit
225424_at;0,866;0,0242154;-0,58585257;GPAM;glycerol-3-phosphate acyltransferase, mitochondrial
1559249_at;0,866;0,02422672;-0,6074477;ATXN1;ataxin 1
213780_at;0,866;0,02428482;1,77438055;TCHH;trichohyalin
224065_at;0,866;0,02430231;1,24325121;HIPK2;homeodomain interacting protein kinase 2
230270_at;0,866;0,02434384;-0,85662901;PRPF38B;pre-mRNA processing factor 38B
239897_at;0,866;0,0243598;-0,48652983;BCLAF1;BCL2 associated transcription factor 1
1559469_s_at;0,866;0,02436921;0,73812975;SIPA1L2;signal induced proliferation associated 1 like 2
1569140_at;0,866;0,02442235;1,6516016;UBR2;ubiquitin protein ligase E3 component n-recognin 2
1560661_x_at;0,866;0,0244946;-1,34409082;LINC00342;long intergenic non-protein coding RNA 342
218225_at;0,866;0,02450364;0,38138981;ECSIT;ECSIT signalling integrator
228338_at;0,866;0,02450478;0,98962178;COLCA2;colorectal cancer associated 2
240677_at;0,866;0,02453883;-0,54107186;ZC3H10;zinc finger CCCH-type containing 10
224164_at;0,866;0,02455914;-0,4191043;TPM3;tropomyosin 3
214834_at;0,866;0,02456007;-1,29245361;PWAR5;Prader Willi/Angelman region RNA 5
224401_s_at;0,866;0,02461781;1,50389711;FCRL4;Fc receptor like 4
234907_x_at;0,866;0,02470009;-1,93545007;POLB;DNA polymerase beta
230209_at;0,866;0,02470137;0,68869599;ZXDC;ZXD family zinc finger C
1556158_at;0,866;0,02470276;-1,96094093;SAXO2;stabilizer of axonemal microtubules 2
238132_at;0,866;0,0247072;-1,3617599;RCC1L;RCC1 like
203643_at;0,866;0,0247491;-0,61368671;ERF;ETS2 repressor factor
242943_at;0,866;0,02477125;-1,79758326;ST8SIA4;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
223371_s_at;0,866;0,02486586;0,81690095;DNAJC4;DnaJ heat shock protein family (Hsp40) member C4
201449_at;0,866;0,02491046;-0,64773435;TIA1;TIA1 cytotoxic granule-associated RNA binding protein
233408_at;0,866;0,02495771;-1,51829987;PREX2;phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
220470_at;0,866;0,02495859;-0,56509572;BET1L;Bet1 golgi vesicular membrane trafficking protein like
208554_at;0,866;0,02497354;1,33898198;POU4F3;POU class 4 homeobox 3
239163_at;0,866;0,0249798;0,96428345;UBE2B;ubiquitin conjugating enzyme E2 B
1554072_s_at;0,866;0,02499751;-1,73283881;DEUP1;deuterosome assembly protein 1
217003_s_at;0,866;0,02500221;-1,11950243;ADAM5;ADAM metallopeptidase domain 5 (pseudogene)
203574_at;0,866;0,02504538;1,56864088;NFIL3;nuclear factor, interleukin 3 regulated
221904_at;0,866;0,02505388;0,4372678;FAM131A;family with sequence similarity 131 member A
1564309_at;0,866;0,02508742;-1,81016354;LINC00486;long intergenic non-protein coding RNA 486
1569205_at;0,866;0,02510688;1,56512381;PRCP;prolylcarboxypeptidase
213354_s_at;0,866;0,02513876;0,77336343;NR2F6;nuclear receptor subfamily 2 group F member 6
234310_s_at;0,866;0,02516035;0,52426178;SUSD2;sushi domain containing 2
1564790_at;0,866;0,02522626;1,58671262;ST7-AS2;ST7 antisense RNA 2
217380_s_at;0,866;0,02523609;-2,38854674;ADD3-AS1;ADD3 antisense RNA 1
1555219_at;0,866;0,02530102;1,26725117;RGR;retinal G protein coupled receptor
1554530_at;0,866;0,025321;0,64328576;VSTM2A;V-set and transmembrane domain containing 2A
235301_at;0,866;0,02532239;0,41203808;KIAA1324L;KIAA1324 like
203176_s_at;0,866;0,02532642;-0,47592843;TFAM;transcription factor A, mitochondrial
212182_at;0,866;0,02535174;-1,98557069;NUDT4;nudix hydrolase 4
1559264_at;0,866;0,02538363;0,8339041;LACTB2-AS1;LACTB2 antisense RNA 1
232976_at;0,866;0,02538961;1,51685876;SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@;small nucleolar RNA, C/D box 116-21///small nucleolar RNA, C/D box 116-20///small nucleolar RNA, C/D box 116-17///small nucleolar RNA, C/D box 116-19///small nucleolar RNA, C/D box 116 cluster
222768_s_at;0,866;0,0253993;-0,62617497;TRMT6;tRNA methyltransferase 6
230105_at;0,866;0,02542651;-0,50406238;HOXB13;homeobox B13
205998_x_at;0,866;0,02543121;-1,01844439;CYP3A4;cytochrome P450 family 3 subfamily A member 4
219695_at;0,866;0,02556703;-1,50541739;SMPD3;sphingomyelin phosphodiesterase 3
236033_at;0,866;0,02558487;1,03831523;ASB12;ankyrin repeat and SOCS box containing 12
237168_at;0,866;0,0256225;1,25278705;NEK5;NIMA related kinase 5
203660_s_at;0,866;0,02564071;-0,35256301;PCNT;pericentrin
224167_at;0,866;0,02564275;2,05031105;SPZ1;spermatogenic leucine zipper 1
215348_at;0,866;0,02569076;1,32022172;ADCY1;adenylate cyclase 1
207680_x_at;0,866;0,02570681;-1,79047614;PAX3;paired box 3
207571_x_at;0,866;0,02572267;1,01448036;THEMIS2;thymocyte selection associated family member 2
209280_at;0,866;0,02572358;0,70400243;MRC2;mannose receptor C type 2
