The GSE48466 mRNA expression profile dataset.;;;;;
ID;adj.P.Val;P.Value;logFC;Gene.symbol;Gene.title
1568658_at;0,0335;0,00767;-1,05409289;C2orf74///KIAA1841;chromosome 2 open reading frame 74///KIAA1841
209652_s_at;0,0335;0,00768;-0,42794366;PGF;placental growth factor
226743_at;0,0335;0,00768;-0,74950302;SLFN11;schlafen family member 11
230339_at;0,0335;0,00769;-2,17569962;CCDC138;coiled-coil domain containing 138
241934_at;0,0335;0,00769;-0,44860257;NTM;neurotrimin
202718_at;0,0335;0,00769;-0,78114505;IGFBP2;insulin like growth factor binding protein 2
226874_at;0,0335;0,0077;-0,81813415;KLHL8;kelch like family member 8
1552389_at;0,0335;0,0077;-2,19613155;ERICH5;glutamate rich 5
205190_at;0,0335;0,0077;-0,63507197;PLS1;plastin 1
204570_at;0,0335;0,0077;-0,99890407;COX7A1;cytochrome c oxidase subunit 7A1
227286_at;0,0335;0,0077;-0,31792137;INO80E;INO80 complex subunit E
207991_x_at;0,0335;0,00771;-0,32875225;ACRV1;acrosomal vesicle protein 1
201141_at;0,0335;0,00771;-0,53268762;GPNMB;glycoprotein nmb
1569675_at;0,0335;0,00771;-1,9673852;POU2AF1;POU class 2 associating factor 1
232259_s_at;0,0335;0,00771;-0,37922024;ZBTB11-AS1;ZBTB11 antisense RNA 1
231411_at;0,0335;0,00771;0,40897294;LHFP;lipoma HMGIC fusion partner
205909_at;0,0336;0,00772;-0,64130238;POLE2;DNA polymerase epsilon 2, accessory subunit
225845_at;0,0336;0,00772;-1,65322596;ZBTB44;zinc finger and BTB domain containing 44
226175_at;0,0336;0,00772;0,36427249;TTC9C;tetratricopeptide repeat domain 9C
1556316_s_at;0,0336;0,00772;-0,7846141;MIF-AS1;MIF antisense RNA 1
208021_s_at;0,0336;0,00772;-0,2493363;RFC1;replication factor C subunit 1
213012_at;0,0336;0,00772;0,50920389;NEDD4;neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
205037_at;0,0336;0,00774;-1,11193547;IFT27;intraflagellar transport 27
222751_at;0,0336;0,00774;0,2780075;HERPUD2;HERPUD family member 2
215498_s_at;0,0336;0,00774;0,42702039;LOC100996792///MAP2K3;dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
204170_s_at;0,0337;0,00775;-0,30036947;CKS2;CDC28 protein kinase regulatory subunit 2
226810_at;0,0337;0,00775;-1,43097984;OGFRL1;opioid growth factor receptor like 1
203098_at;0,0337;0,00775;0,5352298;CDYL;chromodomain Y-like
217543_s_at;0,0337;0,00775;-0,58183365;MBTPS1;membrane bound transcription factor peptidase, site 1
203523_at;0,0337;0,00776;-0,48589349;LSP1;lymphocyte-specific protein 1
233472_at;0,0337;0,00777;-0,3496554;TCP11L1;t-complex 11 like 1
228086_at;0,0337;0,00777;-1,90227709;STK33;serine/threonine kinase 33
1562720_at;0,0337;0,00778;1,04683856;LOC101927286;uncharacterized LOC101927286
210127_at;0,0337;0,00778;-0,6580963;RAB6B;RAB6B, member RAS oncogene family
235004_at;0,0337;0,00778;-1,60086032;RBM24;RNA binding motif protein 24
203696_s_at;0,0337;0,00778;-0,26397833;RFC2;replication factor C subunit 2
218675_at;0,0337;0,00778;-0,91678856;SLC22A17;solute carrier family 22 member 17
1569765_at;0,0338;0,00779;0,44276378;LOC105376292;uncharacterized LOC105376292
219288_at;0,0338;0,0078;-0,30717689;C3orf14;chromosome 3 open reading frame 14
236525_at;0,0338;0,0078;-0,90476315;FBXO36;F-box protein 36
241898_at;0,0338;0,0078;0,64186104;LIPH;lipase H
1560941_a_at;0,0338;0,0078;0,38820774;SACS-AS1;SACS antisense RNA 1
227679_at;0,0338;0,0078;-0,50078926;HDAC11;histone deacetylase 11
215003_at;0,0338;0,0078;0,76952171;DGCR9;DiGeorge syndrome critical region gene 9 (non-protein coding)
229058_at;0,0338;0,0078;-1,05923214;ANKRD16;ankyrin repeat domain 16
200799_at;0,0338;0,00781;-0,58527084;HSPA1B///HSPA1A;heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
213780_at;0,0338;0,00781;-0,99251273;TCHH;trichohyalin
243406_at;0,0338;0,00781;1,15724289;TMCO5B;transmembrane and coiled-coil domains 5B (pseudogene)
209859_at;0,0338;0,00781;1,57951213;TRIM9;tripartite motif containing 9
235854_x_at;0,0338;0,00781;0,77315324;ROCK1;Rho associated coiled-coil containing protein kinase 1
213737_x_at;0,0338;0,00782;-0,89874627;GOLGA8N;golgin A8 family member N
1558620_at;0,0338;0,00782;-0,53303328;ZNF621;zinc finger protein 621
230243_at;0,0338;0,00783;-0,54598449;TRMT10A;tRNA methyltransferase 10A
223968_at;0,0339;0,00784;0,58046061;ZNF44;zinc finger protein 44
219109_at;0,0339;0,00784;-1,04389587;SPAG16;sperm associated antigen 16
237853_x_at;0,0339;0,00784;-0,71619499;KRTAP10-12///KRTAP10-7;keratin associated protein 10-12///keratin associated protein 10-7
232123_at;0,0339;0,00785;1,89711349;MIR4697///MIR4697HG;microRNA 4697///MIR4697 host gene
214265_at;0,0339;0,00785;-0,51610395;ITGA8;integrin subunit alpha 8
211765_x_at;0,0339;0,00785;-0,1859133;PPIA;peptidylprolyl isomerase A
205030_at;0,034;0,00787;-0,56004166;FABP7;fatty acid binding protein 7
206698_at;0,034;0,00787;-1,25222669;XK;X-linked Kx blood group
218865_at;0,034;0,00787;-1,52947226;42430;mitochondrial amidoxime reducing component 1
226550_at;0,034;0,00787;-0,96324108;SLC9A7;solute carrier family 9 member A7
239388_at;0,034;0,00788;-0,72955583;RNASET2;ribonuclease T2
240428_at;0,034;0,00788;0,55826332;LOC285000;uncharacterized LOC285000
235135_at;0,034;0,00789;-0,48094239;TAF10;TATA-box binding protein associated factor 10
1556662_at;0,034;0,00789;-1,21408909;LOC100506142;uncharacterized LOC100506142
209015_s_at;0,034;0,00789;-0,32623949;DNAJB6;DnaJ heat shock protein family (Hsp40) member B6
218170_at;0,034;0,0079;-0,48620156;ISOC1;isochorismatase domain containing 1
230298_at;0,0341;0,0079;-0,56088691;MBLAC2;metallo-beta-lactamase domain containing 2
216081_at;0,0341;0,0079;-1,10178568;LAMA4;laminin subunit alpha 4
209189_at;0,0341;0,0079;0,93232244;FOS;Fos proto-oncogene, AP-1 transcription factor subunit
1555824_a_at;0,0341;0,0079;-1,26647468;PACS2;phosphofurin acidic cluster sorting protein 2
225689_at;0,0341;0,0079;-0,47018542;POMGNT2;protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
232504_at;0,0341;0,00791;0,75165143;MIR146A;microRNA 146a
244192_x_at;0,0341;0,00791;-0,4303688;LOC102724426///USP4;Sjoegren syndrome nuclear autoantigen 1 homolog///ubiquitin specific peptidase 4
243355_at;0,0341;0,00791;0,52446252;DARS-AS1;DARS antisense RNA 1
214030_at;0,0341;0,00791;-0,40851656;CRYBG3;crystallin beta-gamma domain containing 3
239704_at;0,0341;0,00791;0,63595396;RNF144B;ring finger protein 144B
203824_at;0,0341;0,00792;-2,55170418;TSPAN8;tetraspanin 8
209454_s_at;0,0341;0,00792;0,50967168;TEAD3;TEA domain transcription factor 3
239377_at;0,0341;0,00792;0,25282373;EIF1AD;eukaryotic translation initiation factor 1A domain containing
1560939_at;0,0341;0,00793;0,90069663;PCOLCE-AS1;PCOLCE antisense RNA 1
212089_at;0,0341;0,00793;0,32616962;LMNA;lamin A/C
217232_x_at;0,0342;0,00794;-1,46764346;HBB;hemoglobin subunit beta
217887_s_at;0,0342;0,00794;0,28825388;EPS15;epidermal growth factor receptor pathway substrate 15
209693_at;0,0342;0,00794;-1,28584744;ASTN2;astrotactin 2
1559072_a_at;0,0342;0,00794;-1,01914487;ELFN2;extracellular leucine rich repeat and fibronectin type III domain containing 2
1553002_at;0,0342;0,00795;-0,54499499;DEFB105B///DEFB105A;defensin beta 105B///defensin beta 105A
206179_s_at;0,0342;0,00795;-0,59143788;TPPP;tubulin polymerization promoting protein
1553696_s_at;0,0342;0,00795;-0,9114845;ZNF569;zinc finger protein 569
208323_s_at;0,0342;0,00795;-0,50758034;ANXA13;annexin A13
222641_s_at;0,0342;0,00795;0,38976591;FAM222B;family with sequence similarity 222 member B
218530_at;0,0342;0,00795;-0,28728628;FHOD1;formin homology 2 domain containing 1
236126_at;0,0342;0,00795;-1,43703432;ACVR2B;activin A receptor type 2B
237885_at;0,0342;0,00796;-0,31929634;SOX21-AS1;SOX21 antisense RNA 1 (head to head)
1563868_a_at;0,0342;0,00796;3,70982839;SPATA31E1;SPATA31 subfamily E member 1
222742_s_at;0,0342;0,00797;-0,90849855;IFT22;intraflagellar transport 22
218584_at;0,0342;0,00797;-0,97831685;TCTN1;tectonic family member 1
213084_x_at;0,0342;0,00797;-0,27328182;SNORD42A///RPL23A;small nucleolar RNA, C/D box 42A///ribosomal protein L23a
205426_s_at;0,0342;0,00797;0,45899938;HIP1;huntingtin interacting protein 1
1557458_s_at;0,0342;0,00797;0,27837792;SHB;SH2 domain containing adaptor protein B
221649_s_at;0,0342;0,00797;-0,4002803;PPAN-P2RY11///PPAN;PPAN-P2RY11 readthrough///peter pan homolog (Drosophila)
223090_x_at;0,0343;0,00798;0,39388087;VEZT;vezatin, adherens junctions transmembrane protein
224947_at;0,0343;0,00798;-0,30509769;RNF26;ring finger protein 26
231491_at;0,0343;0,00799;-1,70774971;LINC00113;long intergenic non-protein coding RNA 113
222925_at;0,0343;0,00799;-1,039142;DCDC2;doublecortin domain containing 2
223495_at;0,0343;0,00799;-0,73946005;CCDC8;coiled-coil domain containing 8
229218_at;0,0343;0,00799;-0,73475612;COL1A2;collagen type I alpha 2 chain
232811_x_at;0,0343;0,008;-0,29006361;PRICKLE1;prickle planar cell polarity protein 1
205431_s_at;0,0343;0,00801;0,40948865;BMP5;bone morphogenetic protein 5
216986_s_at;0,0343;0,00801;1,2653408;IRF4;interferon regulatory factor 4
202402_s_at;0,0343;0,00801;-0,29972478;CARS;cysteinyl-tRNA synthetase
1554376_s_at;0,0344;0,00802;0,69516713;HACD1;3-hydroxyacyl-CoA dehydratase 1
239791_at;0,0344;0,00802;0,67073263;HOXB-AS3;HOXB cluster antisense RNA 3
1567272_at;0,0344;0,00803;-0,79234295;OR2K2;olfactory receptor family 2 subfamily K member 2
236643_s_at;0,0344;0,00803;3,69053864;LOC645321;uncharacterized LOC645321
222043_at;0,0344;0,00803;-0,84067369;CLU;clusterin
200931_s_at;0,0344;0,00803;0,27528308;VCL;vinculin
206416_at;0,0344;0,00804;0,26151542;ZNF205;zinc finger protein 205
209702_at;0,0344;0,00804;-0,63288194;FTO;fat mass and obesity associated
206091_at;0,0344;0,00804;-0,579721;MATN3;matrilin 3
231018_at;0,0344;0,00804;0,6296617;PALM3;paralemmin 3
209553_at;0,0344;0,00805;-0,28223463;VPS8;VPS8, CORVET complex subunit
236983_at;0,0345;0,00806;-0,37043303;TMC5;transmembrane channel like 5
1560507_at;0,0345;0,00806;-1,64976981;AWAT1;acyl-CoA wax alcohol acyltransferase 1
231867_at;0,0345;0,00806;-0,6855186;TENM2;teneurin transmembrane protein 2
210184_at;0,0345;0,00806;0,51249289;ITGAX;integrin subunit alpha X
218980_at;0,0345;0,00806;-1,32943304;FHOD3;formin homology 2 domain containing 3
211005_at;0,0345;0,00807;0,54764968;LAT;linker for activation of T-cells
1555758_a_at;0,0345;0,00807;-0,38556062;CDKN3;cyclin dependent kinase inhibitor 3
220949_s_at;0,0345;0,00807;-0,211412;C7orf49;chromosome 7 open reading frame 49
230489_at;0,0345;0,00807;0,67031513;CD5;CD5 molecule
203257_s_at;0,0345;0,00808;-0,88717223;C11orf49;chromosome 11 open reading frame 49
215359_x_at;0,0345;0,00808;0,70922962;LOC101060181///ZNF44;zinc finger protein ZnFP12///zinc finger protein 44
213680_at;0,0345;0,00808;1,88948621;KRT6B;keratin 6B
1558201_s_at;0,0345;0,00808;0,33888086;SLC4A1AP;solute carrier family 4 member 1 adaptor protein
205727_at;0,0345;0,00809;0,42744235;TEP1;telomerase associated protein 1
215338_s_at;0,0345;0,00809;-0,38752952;NKTR;natural killer cell triggering receptor
213412_at;0,0345;0,00809;0,40526491;TJP3;tight junction protein 3
218936_s_at;0,0345;0,0081;0,34126432;CCDC59;coiled-coil domain containing 59
205777_at;0,0345;0,0081;-2,12224456;DUSP9;dual specificity phosphatase 9
235735_at;0,0346;0,0081;0,80860491;TNFSF8;tumor necrosis factor superfamily member 8
227791_at;0,0346;0,0081;0,43193034;SLC9A9;solute carrier family 9 member A9
209946_at;0,0346;0,00811;0,99501957;VEGFC;vascular endothelial growth factor C
204454_at;0,0346;0,00811;-0,40693386;LDOC1;leucine zipper down-regulated in cancer 1
243900_at;0,0346;0,00811;-1,11918357;WDR38;WD repeat domain 38
230602_at;0,0346;0,00811;-0,82804348;ACMSD;aminocarboxymuconate semialdehyde decarboxylase
1566814_at;0,0346;0,00811;0,42801995;FGF22;fibroblast growth factor 22
203536_s_at;0,0346;0,00811;-0,29399641;CIAO1;cytosolic iron-sulfur assembly component 1
202092_s_at;0,0346;0,00812;-0,25438264;ARL2BP;ADP ribosylation factor like GTPase 2 binding protein
216230_x_at;0,0346;0,00812;0,61963781;SMPD1;sphingomyelin phosphodiesterase 1
1552735_at;0,0346;0,00812;-0,52129741;PCDHGA4;protocadherin gamma subfamily A, 4
227279_at;0,0346;0,00812;-0,26600353;TCEAL3;transcription elongation factor A like 3
202157_s_at;0,0346;0,00812;-0,5164575;CELF2;CUGBP, Elav-like family member 2
217046_s_at;0,0346;0,00812;4,52779582;AGER;advanced glycosylation end-product specific receptor
223506_at;0,0346;0,00812;-0,39498497;ZC3H8;zinc finger CCCH-type containing 8
239023_at;0,0346;0,00813;0,58815996;CDC42SE1;CDC42 small effector 1
223116_at;0,0346;0,00813;0,45179233;BCAR1;BCAR1, Cas family scaffolding protein
218333_at;0,0346;0,00813;0,55922411;DERL2;derlin 2
1563961_at;0,0346;0,00813;-1,02580545;FHAD1;forkhead associated phosphopeptide binding domain 1
212876_at;0,0346;0,00813;0,34977524;B4GALT4;beta-1,4-galactosyltransferase 4
225516_at;0,0346;0,00814;-1,75926906;SLC7A2;solute carrier family 7 member 2
227061_at;0,0346;0,00814;-1,85001598;LINC01279;long intergenic non-protein coding RNA 1279
205933_at;0,0346;0,00814;-0,77035004;SETBP1;SET binding protein 1
231915_at;0,0346;0,00814;0,7341746;ZSWIM4;zinc finger SWIM-type containing 4
223395_at;0,0346;0,00815;-1,14928713;ABI3BP;ABI family member 3 binding protein
208645_s_at;0,0346;0,00815;-0,32009988;RPS14;ribosomal protein S14
206702_at;0,0347;0,00815;-0,34459224;TEK;TEK receptor tyrosine kinase
1552879_a_at;0,0347;0,00815;0,305243;ATOH7;atonal bHLH transcription factor 7
219518_s_at;0,0347;0,00816;-1,10486237;ELL3;elongation factor for RNA polymerase II 3
207668_x_at;0,0347;0,00816;0,5385962;PDIA6;protein disulfide isomerase family A member 6
204868_at;0,0347;0,00817;-0,23649312;MRPL58;mitochondrial ribosomal protein L58
206003_at;0,0347;0,00817;-0,56859167;CEP135;centrosomal protein 135
219581_at;0,0347;0,00818;-0,89198157;TSEN2;tRNA splicing endonuclease subunit 2
226982_at;0,0347;0,00818;-1,17733842;ELL2;elongation factor for RNA polymerase II 2
220802_at;0,0347;0,00818;0,46828259;KCNH4;potassium voltage-gated channel subfamily H member 4
201697_s_at;0,0348;0,00818;-0,48420531;DNMT1;DNA (cytosine-5-)-methyltransferase 1
1557174_a_at;0,0348;0,00819;-1,35565404;IRAK1BP1;interleukin 1 receptor associated kinase 1 binding protein 1
237173_at;0,0348;0,00819;-0,41489564;LOC100132057;phosphodiesterase 4D interacting protein pseudogene
233959_at;0,0348;0,00819;0,65744818;ADCY10P1;adenylate cyclase 10, soluble pseudogene 1
203117_s_at;0,0348;0,0082;-0,42514585;PAN2;PAN2 poly(A) specific ribonuclease subunit
217972_at;0,0348;0,00821;-0,27059126;CHCHD3;coiled-coil-helix-coiled-coil-helix domain containing 3
214197_s_at;0,0348;0,00821;-0,4091593;SETDB1;SET domain bifurcated 1
202111_at;0,0348;0,00821;0,34422501;SLC4A2;solute carrier family 4 member 2
223419_at;0,0348;0,00822;-1,09714405;FBXW9;F-box and WD repeat domain containing 9
221808_at;0,0348;0,00822;0,49176537;RAB9A;RAB9A, member RAS oncogene family
235155_at;0,0348;0,00822;-0,97155443;BDH2;3-hydroxybutyrate dehydrogenase, type 2
231613_at;0,0348;0,00822;-0,52085139;MARK1;microtubule affinity regulating kinase 1
202390_s_at;0,0349;0,00822;-0,63130373;HTT;huntingtin
231240_at;0,0349;0,00823;0,27171241;DIO2;deiodinase, iodothyronine, type II
212561_at;0,0349;0,00823;0,5519991;DENND5A;DENN domain containing 5A
229584_at;0,0349;0,00823;-1,00614283;LRRK2;leucine rich repeat kinase 2
239916_at;0,0349;0,00823;-1,24421422;CFAP52;cilia and flagella associated protein 52
235932_x_at;0,0349;0,00824;2,47727766;HMCN2;hemicentin 2
232406_at;0,0349;0,00824;0,82059119;LOC105372526;uncharacterized LOC105372526
219056_at;0,0349;0,00824;-0,8793057;RNASEH2B;ribonuclease H2 subunit B
218140_x_at;0,0349;0,00824;-0,46973502;SRPRB;SRP receptor beta subunit
205761_s_at;0,0349;0,00824;-0,47726001;DUS4L;dihydrouridine synthase 4 like
227042_at;0,0349;0,00824;-0,40047081;YDJC;YdjC homolog (bacterial)
217048_at;0,0349;0,00825;0,29656421;SHC1P1;SHC adaptor protein 1 pseudogene 1
226467_at;0,0349;0,00825;1,75473557;TANGO6;transport and golgi organization 6 homolog
226290_at;0,0349;0,00826;0,28671836;BDP1;B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
233492_s_at;0,0349;0,00826;0,63712248;ARHGEF34P///OR2A7///OR2A4;Rho guanine nucleotide exchange factor 34, pseudogene///olfactory receptor family 2 subfamily A member 7///olfactory receptor family 2 subfamily A member 4
232931_at;0,0349;0,00826;1,00350896;SNRNP200;small nuclear ribonucleoprotein U5 subunit 200
207120_at;0,0349;0,00826;-1,2779351;ZNF667;zinc finger protein 667
209592_s_at;0,0349;0,00827;-0,24880626;DCAF7;DDB1 and CUL4 associated factor 7
229211_at;0,0349;0,00827;-0,94104542;DUSP28;dual specificity phosphatase 28
204784_s_at;0,0349;0,00827;-1,04769775;MLF1;myeloid leukemia factor 1
210006_at;0,0349;0,00827;-0,98884093;ABHD14A///ACY1;abhydrolase domain containing 14A///aminoacylase 1
223113_at;0,035;0,00828;-0,71401159;TMEM138;transmembrane protein 138
219851_at;0,035;0,00828;0,847619;ZNF613;zinc finger protein 613
202007_at;0,035;0,00828;1,19421201;NID1;nidogen 1
213420_at;0,035;0,00829;-0,7183239;DHX57;DEAH-box helicase 57
219051_x_at;0,035;0,00829;-0,71988882;METRN;meteorin, glial cell differentiation regulator
212457_at;0,035;0,00829;0,41115727;TFE3;transcription factor binding to IGHM enhancer 3
1554163_at;0,0351;0,00831;-0,40942317;TWIST2;twist family bHLH transcription factor 2
235347_at;0,0351;0,00831;-0,35301261;LRCH3;leucine rich repeats and calponin homology domain containing 3
243171_at;0,0351;0,00831;0,70118635;LOC100128325;uncharacterized LOC100128325
239340_at;0,0351;0,00832;-0,56977221;ZNF536;zinc finger protein 536
1559952_x_at;0,0351;0,00832;-0,61921824;LOC102725108///LOC101928910///FAM66D///FAM66B///FAM66C;uncharacterized LOC102725108///uncharacterized LOC101928910///family with sequence similarity 66 member D///family with sequence similarity 66 member B///family with sequence similarity 66 member C
229903_x_at;0,0351;0,00832;0,39946937;RNPC3;RNA binding region (RNP1, RRM) containing 3
1569608_x_at;0,0351;0,00833;-0,41837058;LOC105379426;ankyrin repeat domain-containing protein 20A2
209507_at;0,0352;0,00834;-0,61155774;RPA3;replication protein A3
236400_at;0,0352;0,00834;-0,65424049;IDH1-AS1;IDH1 antisense RNA 1
227341_at;0,0352;0,00834;-1,26005374;BEND7;BEN domain containing 7
206945_at;0,0352;0,00834;0,31409478;LCT;lactase
227790_at;0,0352;0,00836;-1,65307586;UBE3D;ubiquitin protein ligase E3D
201220_x_at;0,0352;0,00836;-0,29402984;CTBP2;C-terminal binding protein 2
208578_at;0,0352;0,00836;-0,37429928;SCN10A;sodium voltage-gated channel alpha subunit 10
320_at;0,0352;0,00837;-0,63006778;PEX6;peroxisomal biogenesis factor 6
1553454_at;0,0352;0,00837;-0,99125668;RPTN;repetin
211142_x_at;0,0352;0,00837;0,76923881;HLA-DOA;major histocompatibility complex, class II, DO alpha
1561891_at;0,0352;0,00837;4,4950366;LOC101928668;uncharacterized LOC101928668
203207_s_at;0,0353;0,00838;-0,49540179;MTFR1;mitochondrial fission regulator 1
227828_s_at;0,0353;0,00838;-0,91415481;EVA1A;eva-1 homolog A, regulator of programmed cell death
1562739_at;0,0353;0,00839;0,55669066;LOC285593;uncharacterized LOC285593
208998_at;0,0353;0,0084;-1,22682127;UCP2;uncoupling protein 2
235367_at;0,0353;0,00841;0,71365568;MYPN;myopalladin
202543_s_at;0,0353;0,00841;0,94889616;GMFB;glia maturation factor beta
200726_at;0,0353;0,00841;-0,18846328;PPP1CC;protein phosphatase 1 catalytic subunit gamma
220505_at;0,0354;0,00841;-0,87306304;CDKN2A-AS1;CDKN2A antisense RNA 1 (head to head)
1564031_a_at;0,0354;0,00842;-0,31141133;RELL2;RELT like 2
221378_at;0,0354;0,00842;-0,33093111;CER1;cerberus 1, DAN family BMP antagonist
228667_at;0,0354;0,00842;-1,46805368;AGPAT4;1-acylglycerol-3-phosphate O-acyltransferase 4
212919_at;0,0354;0,00842;-0,45519603;DCP2;decapping mRNA 2
1556182_x_at;0,0354;0,00843;-0,57953814;ANKRD65;ankyrin repeat domain 65
238126_at;0,0354;0,00843;0,449878;APTR;Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)
227822_at;0,0354;0,00844;-0,23507518;ZNF605;zinc finger protein 605
202992_at;0,0354;0,00844;1,50247185;C7;complement component 7
221482_s_at;0,0354;0,00844;0,30621318;ARPP19;cAMP regulated phosphoprotein 19
213045_at;0,0354;0,00844;-0,59528297;MAST3;microtubule associated serine/threonine kinase 3
220812_s_at;0,0354;0,00845;-2,41360241;HHLA2;HERV-H LTR-associating 2
204985_s_at;0,0355;0,00846;-1,24169966;TRAPPC6A;trafficking protein particle complex 6A
209581_at;0,0355;0,00846;0,68468097;PLA2G16;phospholipase A2 group XVI
218886_at;0,0355;0,00847;-0,53658528;PAK1IP1;PAK1 interacting protein 1
218260_at;0,0355;0,00847;0,44635483;DDA1;DET1 and DDB1 associated 1
209724_s_at;0,0355;0,00847;-0,43291743;ZBTB14;zinc finger and BTB domain containing 14
217507_at;0,0355;0,00848;0,53116367;SLC11A1;solute carrier family 11 member 1
1558791_at;0,0356;0,00848;-0,52834656;FIRRE;firre intergenic repeating RNA element
240313_at;0,0356;0,00849;0,99157035;DMRTB1;DMRT like family B with proline rich C-terminal 1
220050_at;0,0356;0,00849;-0,83549304;SPACA9;sperm acrosome associated 9
244863_at;0,0356;0,00849;0,37551767;SH3GLB2;SH3 domain containing GRB2 like endophilin B2
228606_at;0,0356;0,0085;-1,3421458;TCTEX1D2;Tctex1 domain containing 2
218845_at;0,0356;0,0085;0,36767532;DUSP22;dual specificity phosphatase 22
218074_at;0,0356;0,0085;-0,18899843;FAM96B;family with sequence similarity 96 member B
229926_at;0,0356;0,00851;-0,72452327;MIR3682;microRNA 3682
241990_at;0,0356;0,00851;0,49720266;RHOV;ras homolog family member V
204834_at;0,0356;0,00852;-0,32357073;FGL2;fibrinogen like 2
226396_at;0,0356;0,00852;-0,31475623;TEN1-CDK3///TEN1;TEN1-CDK3 readthrough (NMD candidate)///TEN1 CST complex subunit
222685_at;0,0356;0,00852;-0,30259761;HAUS6;HAUS augmin like complex subunit 6
211200_s_at;0,0356;0,00852;-1,16508175;EFCAB2;EF-hand calcium binding domain 2
211339_s_at;0,0357;0,00853;-0,94395513;ITK;IL2 inducible T-cell kinase
241031_at;0,0357;0,00853;0,74036029;C2CD4A;C2 calcium dependent domain containing 4A
205020_s_at;0,0357;0,00854;-0,42876845;ARL4A;ADP ribosylation factor like GTPase 4A
209234_at;0,0357;0,00854;-0,36575127;KIF1B;kinesin family member 1B
222489_s_at;0,0357;0,00855;-0,20921306;WRNIP1;Werner helicase interacting protein 1
241369_at;0,0357;0,00855;5,29756516;ADAMTS9-AS1;ADAMTS9 antisense RNA 1
226883_at;0,0357;0,00855;-0,46032699;KLHL11;kelch like family member 11
205259_at;0,0358;0,00857;-0,92442534;NR3C2;nuclear receptor subfamily 3 group C member 2
219066_at;0,0358;0,00857;1,28066592;PPCDC;phosphopantothenoylcysteine decarboxylase
214299_at;0,0358;0,00857;-0,41755451;TOP3A;topoisomerase (DNA) III alpha
213142_x_at;0,0358;0,00857;0,64493576;GSAP;gamma-secretase activating protein
230329_s_at;0,0358;0,00858;-0,91618318;NUDT6;nudix hydrolase 6
237227_at;0,0358;0,00858;-1,43235617;NEK10;NIMA related kinase 10
221238_at;0,0358;0,00858;-1,2605108;HMGN5;high mobility group nucleosome binding domain 5
1552993_at;0,0358;0,00858;-1,50378182;DYDC1;DPY30 domain containing 1
214079_at;0,0358;0,00858;1,00111033;DHRS2;dehydrogenase/reductase 2
202396_at;0,0358;0,00858;-0,35341306;TCERG1;transcription elongation regulator 1
240648_at;0,0358;0,00858;-0,79028996;LOC101927478;uncharacterized LOC101927478
213039_at;0,0358;0,00859;0,22018122;ARHGEF18;Rho/Rac guanine nucleotide exchange factor 18
208887_at;0,0358;0,00859;-0,33407893;EIF3G;eukaryotic translation initiation factor 3 subunit G
222681_at;0,0359;0,00859;0,25526765;POGLUT1;protein O-glucosyltransferase 1
1554883_a_at;0,0359;0,00859;-0,26795341;ERCC8;ERCC excision repair 8, CSA ubiquitin ligase complex subunit
201673_s_at;0,0359;0,0086;-0,33923074;GYS1;glycogen synthase 1
212224_at;0,0359;0,0086;-1,24328154;ALDH1A1;aldehyde dehydrogenase 1 family member A1
205558_at;0,0359;0,0086;0,48854837;TRAF6;TNF receptor associated factor 6
203860_at;0,0359;0,00861;-0,75592682;PCCA;propionyl-CoA carboxylase alpha subunit
224865_at;0,0359;0,00861;-0,5090862;FAR1;fatty acyl-CoA reductase 1
210244_at;0,036;0,00863;0,28722376;CAMP;cathelicidin antimicrobial peptide
224256_at;0,036;0,00863;2,05496267;LOC100129449;PRO2055
244128_x_at;0,036;0,00863;-0,52770971;GLIS1;GLIS family zinc finger 1
202365_at;0,036;0,00864;-1,29152896;UNC119B;unc-119 lipid binding chaperone B
203446_s_at;0,036;0,00864;-0,34829329;OCRL;OCRL, inositol polyphosphate-5-phosphatase
228743_at;0,036;0,00864;-0,2466191;TXNDC17;thioredoxin domain containing 17
212790_x_at;0,036;0,00864;-0,27945555;RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A;ribosomal protein L13a pseudogene 5///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a
210073_at;0,036;0,00864;-1,46971805;ST8SIA1;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
202847_at;0,036;0,00865;0,88638612;PCK2;phosphoenolpyruvate carboxykinase 2, mitochondrial
228885_at;0,036;0,00865;-1,71735479;MAMDC2;MAM domain containing 2
223356_s_at;0,036;0,00866;-0,23896069;MTIF3;mitochondrial translational initiation factor 3
231706_s_at;0,036;0,00866;0,56907491;EVX1;even-skipped homeobox 1
205621_at;0,036;0,00866;0,28900806;ALKBH1;alkB homolog 1, histone H2A dioxygenase
